ProductCode	MasterProductCode	ProductName	ProductAlternateName	UPC	SKU	ProductDescription	ProductAlternateDescription	ManufacturerCode	ManufacturerName	ManufacturerAlternateName	ProductHierarchyLevel1Code	ProductHierarchyLevel1Name	ProductHierarchyLevel1AlternateName	ProductHierarchyLevel2Code	ProductHierarchyLevel2Name	ProductHierarchyLevel2AlternateName	ProductHierarchyLevel3Code	ProductHierarchyLevel3Name	ProductHierarchyLevel3AlternateName	ProductHierarchyLevel4Code	ProductHierarchyLevel4Name	ProductHierarchyLevel4AlternateName	ProductHierarchyLevel5Code	ProductHierarchyLevel5Name	ProductHierarchyLevel5AlternateName	BrandHierarchyLevel1Code	BrandHierarchyLevel1Name	BrandHierarchyLevel1AlternateName	BrandHierarchyLevel2Code	BrandHierarchyLevel2Name	BrandHierarchyLevel2AlternateName	ProductUnitSizeCode	ProductUnitSizeName	ProductUnitSizeAlternateName	ProductUnitSize	ProductUnitUOM	PackageType	PackageSize	PackageUOM	PackageUnits	IsControlLabel	ProductCustomAttribute1Name	ProductCustomAttribute1Value	ProductCustomAttribute1AlternateValue	ProductCustomAttribute2Name	ProductCustomAttribute2Value	ProductCustomAttribute2AlternateValue	ProductCustomAttribute3Name	ProductCustomAttribute3Value	ProductCustomAttribute3AlternateValue	ProductCustomAttribute4Name	ProductCustomAttribute4Value	ProductCustomAttribute4AlternateValue	ProductCustomAttribute5Name	ProductCustomAttribute5Value	ProductCustomAttribute5AlternateValue	ProductCustomAttribute6Name	ProductCustomAttribute6Value	ProductCustomAttribute6AlternateValue	ProductCustomAttribute7Name	ProductCustomAttribute7Value	ProductCustomAttribute7AlternateValue	ProductCustomAttribute8Name	ProductCustomAttribute8Value	ProductCustomAttribute8AlternateValue	ProductCustomAttribute9Name	ProductCustomAttribute9Value	ProductCustomAttribute9AlternateValue	ProductCustomAttribute10Name	ProductCustomAttribute10Value	ProductCustomAttribute10AlternateValue	VendorCode	VendorName	LargeClusterStatus	MediumClusterStatus	SmallClusterStatus	EqualizedUnitsConversionFactor
170212	170212	NESTLE PURE LIFE WATER 710ML	ESTLE PURE LIFE WATER 710MLN-ay	5000170212	432-170212	NESTLE PURE LIFE WATER 710ML	ESTLE PURE LIFE WATER 710MLN-ay	NESTLE WATERS NORTH AMERICA	NESTLE WATERS NORTH AMERICA	ESTLE WATERS NORTH AMERICAN-ay	LOYALTY	LOYALTY	OYALTYL-ay	ALTERNATE BEVERAGES	ALTERNATE BEVERAGES	LTERNATE BEVERAGESA-ay	117	FLAT WATER	LAT WATERF-ay	117	FLAT WATER	LAT WATERF-ay	117	FLAT WATER	LAT WATERF-ay	PURE LIFE	PURE LIFE	URE LIFEP-ay	PURE LIFE	PURE LIFE	URE LIFEP-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.1	3.1C-ay	Custom Attribute 4	C4.2	4.2C-ay	Custom Attribute 5	C5.1	5.1C-ay	Custom Attribute 6	C6.3	6.3C-ay	Custom Attribute 7	C7.3	7.3C-ay	Custom Attribute 8	C8.3	8.3C-ay	Custom Attribute 9	C9.1	9.1C-ay	Custom Attribute 10	C10.2	10.2C-ay	NESTLE WATERS NORTH 	NESTLE WATERS NORTH AMERICA	Core	Core	Core	1
170292	140292	BEALVITA BANANA CHOCOLATE	ELVITA BANANA CHOCOLATEB-ay	5000170292	432-170292	BELVITA BANANA CHOCOLATE	ELVITA BANANA CHOCOLATEB-ay	MONDELEZ CANADA INC.	MONDELEZ CANADA INC.	ONDELEZ CANADA INC.M-ay	LOYALTY	LOYALTY	OYALTYL-ay	SWEET SNACKS SINGLE SERVE	SWEET SNACKS SINGLE SERVE	WEET SNACKS SINGLE SERVES-ay	224	OTHER SWEET SNACKS	THER SWEET SNACKSO-ay	224	OTHER SWEET SNACKS	THER SWEET SNACKSO-ay	224	OTHER SWEET SNACKS	THER SWEET SNACKSO-ay	BELVITA	BELVITA	ELVITAB-ay	BELVITA	BELVITA	ELVITAB-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.4	3.4C-ay	Custom Attribute 4	C4.2	4.2C-ay	Custom Attribute 5	C5.1	5.1C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.2	7.2C-ay	Custom Attribute 8	C8.1	8.1C-ay	Custom Attribute 9	C9.3	9.3C-ay	Custom Attribute 10	C10.1	10.1C-ay	MONDELEZ CANADA INC.	MONDELEZ CANADA INC.	Core	Core	Core	1
170457	140457	FL CLASSIC 180G	L CLASSIC 180GF-ay	5000170457	432-170457	FL CLASSIC 180G	L CLASSIC 180GF-ay	PEPSICO FOODS COMPANY	PEPSICO FOODS COMPANY	EPSICO FOODS COMPANYP-ay	LOYALTY	LOYALTY	OYALTYL-ay	SALTY SNACKS	SALTY SNACKS	ALTY SNACKSS-ay	307	TAKE HOME POTATO	AKE HOME POTATOT-ay	307	TAKE HOME POTATO	AKE HOME POTATOT-ay	307	TAKE HOME POTATO	AKE HOME POTATOT-ay	LAYS	LAYS	AYSL-ay	LAYS	LAYS	AYSL-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.1	3.1C-ay	Custom Attribute 4	C4.2	4.2C-ay	Custom Attribute 5	C5.1	5.1C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.1	7.1C-ay	Custom Attribute 8	C8.1	8.1C-ay	Custom Attribute 9	C9.4	9.4C-ay	Custom Attribute 10	C10.1	10.1C-ay	PEPSICO FOODS COMPAN	PEPSICO FOODS COMPANY	Core	Core	Core	6
170943	140943	TY BEANIE REGULAR	Y BEANIE REGULART-ay	5000170943	432-170943	TY BEANIE REGULAR	Y BEANIE REGULART-ay	NA	NA	AN-ay	LOYALTY	LOYALTY	OYALTYL-ay	SOCIAL EXPRESSIONS	SOCIAL EXPRESSIONS	OCIAL EXPRESSIONSS-ay	146	GAMES&TOYS	AMES&TOYSG-ay	146	GAMES&TOYS	AMES&TOYSG-ay	146	GAMES&TOYS	AMES&TOYSG-ay	NA	NA	AN-ay	NA	NA	AN-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.4	3.4C-ay	Custom Attribute 4	C4.2	4.2C-ay	Custom Attribute 5	C5.1	5.1C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.2	7.2C-ay	Custom Attribute 8	C8.1	8.1C-ay	Custom Attribute 9	C9.3	9.3C-ay	Custom Attribute 10	C10.1	10.1C-ay	NA	NA	Core	Core	Core	2
170998	140998	PEPSI 473ML	EPSI 473MLP-ay	5000170998	432-170998	PEPSI 473ML	EPSI 473MLP-ay	PEPSI-COLA	PEPSI-COLA	EPSI-COLAP-ay	LOYALTY	LOYALTY	OYALTYL-ay	PACKAGED SOFT DRINKS	PACKAGED SOFT DRINKS	ACKAGED SOFT DRINKSP-ay	260	PSD OTHER	SD OTHERP-ay	260	PSD OTHER	SD OTHERP-ay	260	PSD OTHER	SD OTHERP-ay	PEPSI	PEPSI	EPSIP-ay	PEPSI	PEPSI	EPSIP-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.1	3.1C-ay	Custom Attribute 4	C4.2	4.2C-ay	Custom Attribute 5	C5.1	5.1C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.1	7.1C-ay	Custom Attribute 8	C8.1	8.1C-ay	Custom Attribute 9	C9.4	9.4C-ay	Custom Attribute 10	C10.1	10.1C-ay	PEPSI-COLA	PEPSI-COLA	Core	Core	Core	6
142014	172014	NESTLE PURE LIFE WTR 500ML 12P	ESTLE PURE LIFE WTR 500ML 12PN-ay	5000172014	432-172014	NESTLE PURE LIFE WTR 500ML 12P	ESTLE PURE LIFE WTR 500ML 12PN-ay	NESTLE WATERS NORTH AMERICA	NESTLE WATERS NORTH AMERICA	ESTLE WATERS NORTH AMERICAN-ay	LOYALTY	LOYALTY	OYALTYL-ay	ALTERNATE BEVERAGES	ALTERNATE BEVERAGES	LTERNATE BEVERAGESA-ay	117	FLAT WATER	LAT WATERF-ay	117	FLAT WATER	LAT WATERF-ay	117	FLAT WATER	LAT WATERF-ay	PURE LIFE	PURE LIFE	URE LIFEP-ay	PURE LIFE	PURE LIFE	URE LIFEP-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.1	3.1C-ay	Custom Attribute 4	C4.3	4.3C-ay	Custom Attribute 5	C5.1	5.1C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.1	7.1C-ay	Custom Attribute 8	C8.1	8.1C-ay	Custom Attribute 9	C9.1	9.1C-ay	Custom Attribute 10	C10.1	10.1C-ay	NESTLE WATERS NORTH 	NESTLE WATERS NORTH AMERICA	Core	Core	Core	6
143307	173307	2014 CANADIAN OLYMPIC TEAM MUG	014 CANADIAN OLYMPIC TEAM MUG2-ay	5000173307	432-173307	2014 CANADIAN OLYMPIC TEAM MUG	014 CANADIAN OLYMPIC TEAM MUG2-ay	PETRO-CANADA LUBRICANTS	PETRO-CANADA LUBRICANTS	ETRO-CANADA LUBRICANTSP-ay	LOYALTY	LOYALTY	OYALTYL-ay	OLYMPICS	OLYMPICS	LYMPICSO-ay	71	COLLECTIBLES	OLLECTIBLESC-ay	71	COLLECTIBLES	OLLECTIBLESC-ay	71	COLLECTIBLES	OLLECTIBLESC-ay	PETRO-CANADA	PETRO-CANADA	ETRO-CANADAP-ay	PETRO-CANADA	PETRO-CANADA	ETRO-CANADAP-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.2	3.2C-ay	Custom Attribute 4	C4.4	4.4C-ay	Custom Attribute 5	C5.1	5.1C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.1	7.1C-ay	Custom Attribute 8	C8.3	8.3C-ay	Custom Attribute 9	C9.2	9.2C-ay	Custom Attribute 10	C10.1	10.1C-ay	PETRO-CANADA LUBRICA	PETRO-CANADA LUBRICANTS	Core	Core	Core	5
145801	175801	DRMSTK VANILLA 140ML	RMSTK VANILLA 140MLD-ay	5000175801	432-175801	DRMSTK VANILLA 140ML	RMSTK VANILLA 140MLD-ay	NESTLE CANADA - ICE CREAM DIV	NESTLE CANADA - ICE CREAM DIV	ESTLE CANADA - ICE CREAM DIVN-ay	LOYALTY	LOYALTY	OYALTYL-ay	FROZEN	FROZEN	ROZENF-ay	214	NOVELTIES	OVELTIESN-ay	214	NOVELTIES	OVELTIESN-ay	214	NOVELTIES	OVELTIESN-ay	DRUMSTICK	DRUMSTICK	RUMSTICKD-ay	DRUMSTICK	DRUMSTICK	RUMSTICKD-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.2	1.2C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.1	3.1C-ay	Custom Attribute 4	C4.4	4.4C-ay	Custom Attribute 5	C5.3	5.3C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.3	7.3C-ay	Custom Attribute 8	C8.2	8.2C-ay	Custom Attribute 9	C9.2	9.2C-ay	Custom Attribute 10	C10.1	10.1C-ay	NESTLE CANADA - ICE 	NESTLE CANADA - ICE CREAM DIV	Core	Core	Core	2
146047	176047	RT GLAZED HONEY BUN	T GLAZED HONEY BUNR-ay	5000176047	432-176047	RT GLAZED HONEY BUN	T GLAZED HONEY BUNR-ay	DIRECT PLUS FOOD GROUP	DIRECT PLUS FOOD GROUP	IRECT PLUS FOOD GROUPD-ay	LOYALTY	LOYALTY	OYALTYL-ay	SWEET SNACKS SINGLE SERVE	SWEET SNACKS SINGLE SERVE	WEET SNACKS SINGLE SERVES-ay	232	PASTRIES/MUFFINS/DONUTS	ASTRIES/MUFFINS/DONUTSP-ay	232	PASTRIES/MUFFINS/DONUTS	ASTRIES/MUFFINS/DONUTSP-ay	232	PASTRIES/MUFFINS/DONUTS	ASTRIES/MUFFINS/DONUTSP-ay	GIVE AND GO	GIVE AND GO	IVE AND GOG-ay	GIVE AND GO	GIVE AND GO	IVE AND GOG-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.2	1.2C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.3	3.3C-ay	Custom Attribute 4	C4.4	4.4C-ay	Custom Attribute 5	C5.2	5.2C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.3	7.3C-ay	Custom Attribute 8	C8.1	8.1C-ay	Custom Attribute 9	C9.1	9.1C-ay	Custom Attribute 10	C10.1	10.1C-ay	DIRECT PLUS FOOD GRO	DIRECT PLUS FOOD GROUP	Core	Core	Core	8
136771	176771	FL RUFFLES SC ONION 66G	L RUFFLES SC ONION 66GF-ay	5000176771	432-176771	FL RUFFLES SC ONION 66G	L RUFFLES SC ONION 66GF-ay	PEPSICO FOODS COMPANY	PEPSICO FOODS COMPANY	EPSICO FOODS COMPANYP-ay	LOYALTY	LOYALTY	OYALTYL-ay	SALTY SNACKS	SALTY SNACKS	ALTY SNACKSS-ay	287	SINGLE SERVE POTATO	INGLE SERVE POTATOS-ay	287	SINGLE SERVE POTATO	INGLE SERVE POTATOS-ay	287	SINGLE SERVE POTATO	INGLE SERVE POTATOS-ay	RUFFLES	RUFFLES	UFFLESR-ay	RUFFLES	RUFFLES	UFFLESR-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.4	3.4C-ay	Custom Attribute 4	C4.2	4.2C-ay	Custom Attribute 5	C5.1	5.1C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.2	7.2C-ay	Custom Attribute 8	C8.1	8.1C-ay	Custom Attribute 9	C9.3	9.3C-ay	Custom Attribute 10	C10.1	10.1C-ay	PEPSICO FOODS COMPAN	PEPSICO FOODS COMPANY	Core	Core	Core	10
176784	176784	FL DORITOS ZESTY CH 80G	L DORITOS ZESTY CH 80GF-ay	5000176784	432-176784	FL DORITOS ZESTY CH 80G	L DORITOS ZESTY CH 80GF-ay	PEPSICO FOODS COMPANY	PEPSICO FOODS COMPANY	EPSICO FOODS COMPANYP-ay	LOYALTY	LOYALTY	OYALTYL-ay	SALTY SNACKS	SALTY SNACKS	ALTY SNACKSS-ay	288	SINGLE SERVE SHEETED CORN	INGLE SERVE SHEETED CORNS-ay	288	SINGLE SERVE SHEETED CORN	INGLE SERVE SHEETED CORNS-ay	288	SINGLE SERVE SHEETED CORN	INGLE SERVE SHEETED CORNS-ay	DORITOS	DORITOS	ORITOSD-ay	DORITOS	DORITOS	ORITOSD-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.1	3.1C-ay	Custom Attribute 4	C4.2	4.2C-ay	Custom Attribute 5	C5.1	5.1C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.1	7.1C-ay	Custom Attribute 8	C8.1	8.1C-ay	Custom Attribute 9	C9.4	9.4C-ay	Custom Attribute 10	C10.1	10.1C-ay	PEPSICO FOODS COMPAN	PEPSICO FOODS COMPANY	Core	Core	Core	1
176785	176785	FL DORITOS NACHO CH 80G	L DORITOS NACHO CH 80GF-ay	5000176785	432-176785	FL DORITOS NACHO CH 80G	L DORITOS NACHO CH 80GF-ay	PEPSICO FOODS COMPANY	PEPSICO FOODS COMPANY	EPSICO FOODS COMPANYP-ay	LOYALTY	LOYALTY	OYALTYL-ay	SALTY SNACKS	SALTY SNACKS	ALTY SNACKSS-ay	288	SINGLE SERVE SHEETED CORN	INGLE SERVE SHEETED CORNS-ay	288	SINGLE SERVE SHEETED CORN	INGLE SERVE SHEETED CORNS-ay	288	SINGLE SERVE SHEETED CORN	INGLE SERVE SHEETED CORNS-ay	DORITOS	DORITOS	ORITOSD-ay	DORITOS	DORITOS	ORITOSD-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.1	3.1C-ay	Custom Attribute 4	C4.3	4.3C-ay	Custom Attribute 5	C5.1	5.1C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.1	7.1C-ay	Custom Attribute 8	C8.1	8.1C-ay	Custom Attribute 9	C9.1	9.1C-ay	Custom Attribute 10	C10.1	10.1C-ay	PEPSICO FOODS COMPAN	PEPSICO FOODS COMPANY	Core	Core	Core	1
176786	176786	FL DORITOS COOL RANCH 80G	L DORITOS COOL RANCH 80GF-ay	5000176786	432-176786	FL DORITOS COOL RANCH 80G	L DORITOS COOL RANCH 80GF-ay	PEPSICO FOODS COMPANY	PEPSICO FOODS COMPANY	EPSICO FOODS COMPANYP-ay	LOYALTY	LOYALTY	OYALTYL-ay	SALTY SNACKS	SALTY SNACKS	ALTY SNACKSS-ay	288	SINGLE SERVE SHEETED CORN	INGLE SERVE SHEETED CORNS-ay	288	SINGLE SERVE SHEETED CORN	INGLE SERVE SHEETED CORNS-ay	288	SINGLE SERVE SHEETED CORN	INGLE SERVE SHEETED CORNS-ay	DORITOS	DORITOS	ORITOSD-ay	DORITOS	DORITOS	ORITOSD-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.2	3.2C-ay	Custom Attribute 4	C4.4	4.4C-ay	Custom Attribute 5	C5.1	5.1C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.1	7.1C-ay	Custom Attribute 8	C8.3	8.3C-ay	Custom Attribute 9	C9.2	9.2C-ay	Custom Attribute 10	C10.1	10.1C-ay	PEPSICO FOODS COMPAN	PEPSICO FOODS COMPANY	Core	Core	Core	10
176808	176808	FL LAYS CLASSIC 66G	L LAYS CLASSIC 66GF-ay	5000176808	432-176808	FL LAYS CLASSIC 66G	L LAYS CLASSIC 66GF-ay	PEPSICO FOODS COMPANY	PEPSICO FOODS COMPANY	EPSICO FOODS COMPANYP-ay	LOYALTY	LOYALTY	OYALTYL-ay	SALTY SNACKS	SALTY SNACKS	ALTY SNACKSS-ay	287	SINGLE SERVE POTATO	INGLE SERVE POTATOS-ay	287	SINGLE SERVE POTATO	INGLE SERVE POTATOS-ay	287	SINGLE SERVE POTATO	INGLE SERVE POTATOS-ay	LAYS	LAYS	AYSL-ay	LAYS	LAYS	AYSL-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.2	1.2C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.1	3.1C-ay	Custom Attribute 4	C4.4	4.4C-ay	Custom Attribute 5	C5.3	5.3C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.3	7.3C-ay	Custom Attribute 8	C8.2	8.2C-ay	Custom Attribute 9	C9.2	9.2C-ay	Custom Attribute 10	C10.1	10.1C-ay	PEPSICO FOODS COMPAN	PEPSICO FOODS COMPANY	Core	Core	Core	3
176809	176809	FL DORITOS SWEET CHILI HET 80G	L DORITOS SWEET CHILI HET 80GF-ay	5000176809	432-176809	FL DORITOS SWEET CHILI HET 80G	L DORITOS SWEET CHILI HET 80GF-ay	PEPSICO FOODS COMPANY	PEPSICO FOODS COMPANY	EPSICO FOODS COMPANYP-ay	LOYALTY	LOYALTY	OYALTYL-ay	SALTY SNACKS	SALTY SNACKS	ALTY SNACKSS-ay	288	SINGLE SERVE SHEETED CORN	INGLE SERVE SHEETED CORNS-ay	288	SINGLE SERVE SHEETED CORN	INGLE SERVE SHEETED CORNS-ay	288	SINGLE SERVE SHEETED CORN	INGLE SERVE SHEETED CORNS-ay	DORITOS	DORITOS	ORITOSD-ay	DORITOS	DORITOS	ORITOSD-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.2	1.2C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.3	3.3C-ay	Custom Attribute 4	C4.4	4.4C-ay	Custom Attribute 5	C5.2	5.2C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.3	7.3C-ay	Custom Attribute 8	C8.1	8.1C-ay	Custom Attribute 9	C9.1	9.1C-ay	Custom Attribute 10	C10.1	10.1C-ay	PEPSICO FOODS COMPAN	PEPSICO FOODS COMPANY	Core	Core	Core	5
177210	177210	BULK APPLE 8 PIN BLACK	ULK APPLE 8 PIN BLACKB-ay	5000177210	432-177210	BULK APPLE 8 PIN BLACK	ULK APPLE 8 PIN BLACKB-ay	GENERIC LABEL	GENERIC LABEL	ENERIC LABELG-ay	LOYALTY	LOYALTY	OYALTYL-ay	GENERAL MERCHANDISE	GENERAL MERCHANDISE	ENERAL MERCHANDISEG-ay	391	CELL PHONE ACCESSORIES	ELL PHONE ACCESSORIESC-ay	391	CELL PHONE ACCESSORIES	ELL PHONE ACCESSORIESC-ay	391	CELL PHONE ACCESSORIES	ELL PHONE ACCESSORIESC-ay	PETRO-CANADA MOBILITY	PETRO-CANADA MOBILITY	ETRO-CANADA MOBILITYP-ay	PETRO-CANADA MOBILITY	PETRO-CANADA MOBILITY	ETRO-CANADA MOBILITYP-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.2	2.2C-ay	Custom Attribute 3	C3.1	3.1C-ay	Custom Attribute 4	C4.1	4.1C-ay	Custom Attribute 5	C5.1	5.1C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.1	7.1C-ay	Custom Attribute 8	C8.1	8.1C-ay	Custom Attribute 9	C9.3	9.3C-ay	Custom Attribute 10	C10.2	10.2C-ay	GENERIC LABEL	GENERIC LABEL	Core	Core	Core	8
177212	177212	BULK APPLE 8 PIN WHITE	ULK APPLE 8 PIN WHITEB-ay	5000177212	432-177212	BULK APPLE 8 PIN WHITE	ULK APPLE 8 PIN WHITEB-ay	GENERIC LABEL	GENERIC LABEL	ENERIC LABELG-ay	LOYALTY	LOYALTY	OYALTYL-ay	GENERAL MERCHANDISE	GENERAL MERCHANDISE	ENERAL MERCHANDISEG-ay	391	CELL PHONE ACCESSORIES	ELL PHONE ACCESSORIESC-ay	391	CELL PHONE ACCESSORIES	ELL PHONE ACCESSORIESC-ay	391	CELL PHONE ACCESSORIES	ELL PHONE ACCESSORIESC-ay	PETRO-CANADA MOBILITY	PETRO-CANADA MOBILITY	ETRO-CANADA MOBILITYP-ay	PETRO-CANADA MOBILITY	PETRO-CANADA MOBILITY	ETRO-CANADA MOBILITYP-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.2	2.2C-ay	Custom Attribute 3	C3.1	3.1C-ay	Custom Attribute 4	C4.1	4.1C-ay	Custom Attribute 5	C5.1	5.1C-ay	Custom Attribute 6	C6.1	6.1C-ay	Custom Attribute 7	C7.1	7.1C-ay	Custom Attribute 8	C8.1	8.1C-ay	Custom Attribute 9	C9.4	9.4C-ay	Custom Attribute 10	C10.2	10.2C-ay	GENERIC LABEL	GENERIC LABEL	Core	Core	Core	3
177422	177422	PARMALAT 2PCT MILK 473ML	ARMALAT 2PCT MILK 473MLP-ay	5000177422	432-177422	PARMALAT 2PCT MILK 473ML	ARMALAT 2PCT MILK 473MLP-ay	PARMALAT	PARMALAT	ARMALATP-ay	LOYALTY	LOYALTY	OYALTYL-ay	DAIRY	DAIRY	AIRYD-ay	120	FLUID MILK <1L	LUID MILK <1LF-ay	120	FLUID MILK <1L	LUID MILK <1LF-ay	120	FLUID MILK <1L	LUID MILK <1LF-ay	PARMALAT	PARMALAT	ARMALATP-ay	PARMALAT	PARMALAT	ARMALATP-ay	UNKNOWN	UNKNOWN	INCONNU	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	0	Custom Attribute 1	C1.1	1.1C-ay	Custom Attribute 2	C2.1	2.1C-ay	Custom Attribute 3	C3.2	3.2C-ay	Custom Attribute 4	C4.2	4.2C-ay	Custom Attribute 5	C5.3	5.3C-ay	Custom Attribute 6	C6.2	6.2C-ay	Custom Attribute 7	C7.3	7.3C-ay	Custom Attribute 8	C8.1	8.1C-ay	Custom Attribute 9	C9.1	9.1C-ay	Custom Attribute 10	C10.2	10.2C-ay	PARMALAT	PARMALAT	Core	Core	Core	9
